LoanID,Jurisdiction,Borrower,Sector,OriginalAmount(USDk),OutstandingAmount(USDk),EAD(USDk),Rating,PD,LGD,InterestRate(%),OriginationDate,MaturityDate,Stage,DaysPastDue,DefaultFlag
LON04637,BM,Holmes Inc,Shipping,1487.52,1418.13,1425.36,AAA,0.0001,0.35,7.44,2021-05-13,2024-11-30,1,30,0
LON04638,KY,Hayes-King,Retail,144.44,131.06,136.52,BB,0.02,0.35,7.56,2022-01-07,2023-04-23,1,60,0
LON04639,GU,Gaines LLC,PrivateWealth,1303.34,1055.01,1087.5,BB,0.02,0.35,3.77,2019-11-15,2023-05-24,1,0,0
LON04640,BM,Cox and Sons,PrivateWealth,1700.23,1544.59,1567.17,A,0.001,0.35,5.75,2020-10-10,2022-01-13,1,30,0
LON04641,KY,Harris and Sons,InvestmentHoldCo,900.98,776.15,813.39,A,0.001,0.45,3.37,2021-01-15,2022-08-23,1,0,0
LON04642,KY,"Warren, Johnston and Huff",InvestmentHoldCo,944.25,819.9,827.99,A,0.001,0.35,4.83,2022-10-03,2026-01-20,1,0,0
LON04643,GU,"Herman, Gonzalez and Sanchez",RealEstate,393.73,366.89,384.16,B,0.05,0.35,3.59,2020-01-21,2026-04-18,1,30,0
LON04644,BM,"Sherman, Diaz and Mitchell",Energy,545.98,536.9,541.27,BB,0.02,0.25,8.88,2021-03-12,2028-08-10,1,90,0
LON04645,KY,Dougherty-King,Shipping,723.78,675.75,701.77,BBB,0.005,0.6,8.54,2023-10-25,2027-04-08,1,30,0
LON04646,GU,"Rodriguez, Clark and Valenzuela",Shipping,1399.6,1167.4,1196.43,BB,0.02,0.25,8.05,2020-10-08,2028-01-19,1,30,0
LON04647,BM,"Frost, Thompson and Stanton",InvestmentHoldCo,452.14,427.1,444.89,BBB,0.005,0.25,4.0,2024-03-15,2027-09-21,1,60,0
LON04648,KY,"Cruz, Rhodes and Williams",Hospitality,2445.98,2059.84,2087.58,BBB,0.005,0.25,4.07,2022-04-30,2029-11-19,1,0,0
LON04649,JE,Richard LLC,Retail,370.52,285.3,292.93,BBB,0.005,0.25,8.74,2019-07-19,2027-06-16,1,0,0
LON04650,BM,Vaughn-Norris,Energy,580.69,457.29,470.49,AA,0.0005,0.25,7.57,2022-08-25,2027-06-28,1,0,0
LON04651,KY,Patel-Wilson,Retail,467.3,454.44,473.57,BB,0.02,0.35,4.86,2022-04-05,2023-08-24,1,0,0
LON04652,BM,Cook PLC,Retail,773.83,621.48,623.73,BBB,0.005,0.35,3.65,2024-06-26,2025-11-06,1,90,0
LON04653,KY,"English, Garza and Perry",Energy,276.35,216.73,223.28,BB,0.02,0.6,5.18,2020-12-04,2028-04-29,1,0,0
LON04654,JE,"Molina, Holland and Mckinney",Shipping,327.78,324.74,331.61,B,0.05,0.25,4.76,2022-03-05,2024-07-27,1,0,0
LON04655,BM,Johnson Ltd,PrivateWealth,1629.51,1496.22,1545.88,BBB,0.005,0.25,4.14,2022-01-23,2029-02-07,1,0,0
LON04656,JE,Robinson Group,Energy,376.98,338.18,348.2,AAA,0.0001,0.25,6.33,2024-01-03,2032-01-12,1,0,0
LON04657,BM,"Wheeler, Becker and Singleton",Retail,808.66,683.64,703.72,BB,0.02,0.6,3.82,2023-09-23,2025-07-18,1,30,0
LON04658,KY,"Wilson, Graves and Duke",RealEstate,284.8,283.52,283.88,AA,0.0005,0.6,4.87,2022-07-20,2029-02-04,1,0,0
LON04659,BM,Harris PLC,Retail,1444.18,1112.01,1152.9,BBB,0.005,0.25,7.33,2023-03-30,2032-01-11,1,0,0
LON04660,GU,Rivera-Garner,Technology,1229.11,1120.76,1142.0,BBB,0.005,0.6,5.16,2023-06-16,2025-01-17,2,0,0
LON04661,KY,"Wood, Howell and Jones",RealEstate,1302.56,1157.75,1192.31,BB,0.02,0.25,3.03,2019-09-16,2024-12-08,1,0,0
LON04662,BM,"Adams, Archer and Webb",Hospitality,558.42,467.7,489.83,A,0.001,0.35,7.83,2024-06-27,2031-03-11,1,0,0
LON04663,KY,Gonzalez-Ford,PrivateWealth,1128.18,919.88,960.36,AAA,0.0001,0.25,6.05,2023-10-15,2026-03-31,1,90,0
LON04664,KY,"Grant, Pearson and Chambers",Energy,451.06,383.76,390.71,BB,0.02,0.45,7.85,2022-11-03,2024-01-02,1,30,0
LON04665,BM,"Norman, Galloway and Kirby",Shipping,923.67,917.05,924.15,AAA,0.0001,0.45,5.61,2021-11-05,2023-11-30,1,30,0
LON04666,BM,"Brown, Jones and Bryant",Retail,884.12,692.61,704.23,BBB,0.005,0.6,3.89,2020-01-01,2024-03-23,2,30,0
LON04667,BM,"Bailey, Cole and Gill",Technology,879.58,693.78,699.61,BB,0.02,0.25,7.16,2019-08-20,2021-02-21,1,60,0
LON04668,KY,Gonzalez Ltd,RealEstate,372.58,352.97,367.21,BB,0.02,0.25,6.37,2024-04-09,2031-01-29,1,0,0
LON04669,BM,Stewart LLC,Technology,1345.24,1143.64,1152.0,B,0.05,0.6,5.37,2023-11-21,2032-11-29,1,90,0
LON04670,BM,Stout Ltd,Technology,438.43,375.14,387.73,B,0.05,0.45,7.47,2023-11-18,2026-01-11,1,90,0
LON04671,KY,Brown LLC,Technology,1782.09,1712.37,1782.99,A,0.001,0.25,5.35,2024-01-13,2031-03-30,1,90,0
LON04672,BM,Smith and Sons,RealEstate,556.86,535.54,541.71,AA,0.0005,0.35,5.63,2022-03-11,2024-12-10,1,0,0
LON04673,BM,Munoz-Welch,RealEstate,1714.47,1473.05,1542.15,BBB,0.005,0.6,4.78,2022-07-03,2030-08-19,1,0,0
LON04674,BM,"Hooper, White and Moreno",Technology,335.37,269.33,279.38,A,0.001,0.25,3.94,2022-08-08,2026-08-20,2,0,0
LON04675,KY,Edwards Group,Shipping,404.95,343.04,354.4,BB,0.02,0.35,3.88,2021-11-05,2025-11-07,1,0,0
LON04676,JE,"Gamble, Stewart and Henry",Energy,219.15,193.38,198.32,AA,0.0005,0.25,6.92,2022-07-02,2032-04-04,1,0,0
LON04677,JE,Williams PLC,Hospitality,260.37,254.61,266.38,BBB,0.005,0.25,7.13,2021-11-27,2027-04-25,3,0,0
LON04678,KY,"Bryant, Bowen and Callahan",InvestmentHoldCo,1537.1,1272.89,1303.66,BB,0.02,0.25,8.57,2022-05-08,2023-07-20,1,0,0
LON04679,GU,Ruiz-Noble,InvestmentHoldCo,770.82,628.26,656.37,BBB,0.005,0.45,8.91,2021-04-11,2025-01-17,1,90,0
LON04680,KY,Moore and Sons,Retail,874.76,735.99,749.6,BBB,0.005,0.35,3.9,2020-05-19,2027-03-08,2,90,0
LON04681,BM,Smith PLC,Technology,454.59,393.81,403.45,B,0.05,0.25,4.94,2019-11-30,2024-04-03,1,0,0
LON04682,BM,Griffith PLC,Shipping,1256.12,1036.88,1054.68,AA,0.0005,0.25,5.52,2021-07-15,2022-12-08,1,0,0
LON04683,GU,Vasquez-Rivera,Retail,1189.54,970.46,994.83,BB,0.02,0.35,4.83,2021-07-14,2022-07-24,1,30,0
LON04684,BM,Ashley-Gibson,Hospitality,1114.75,1050.79,1072.73,AAA,0.0001,0.45,4.48,2022-10-16,2029-07-15,1,0,0
LON04685,BM,Ritter-Strickland,InvestmentHoldCo,1522.26,1200.03,1201.48,BBB,0.005,0.25,7.34,2022-09-22,2031-05-30,1,0,0
LON04686,JE,Vasquez-Jensen,InvestmentHoldCo,427.62,401.57,405.01,BB,0.02,0.45,4.64,2023-03-29,2024-11-21,1,0,0
LON04687,KY,Griffin-Aguilar,InvestmentHoldCo,865.35,820.13,845.17,A,0.001,0.45,5.52,2022-06-07,2028-04-17,1,90,0
LON04688,JE,Jackson-Austin,Hospitality,642.31,515.13,539.38,AA,0.0005,0.35,6.29,2021-06-20,2028-08-27,1,0,0
LON04689,KY,Bryan Group,Shipping,1065.7,941.69,965.08,A,0.001,0.6,7.43,2024-04-24,2028-09-01,1,0,0
LON04690,KY,Hernandez Group,Hospitality,1428.27,1345.68,1402.74,AAA,0.0001,0.6,7.81,2022-12-26,2026-03-15,1,0,0
LON04691,KY,Smith-Gross,InvestmentHoldCo,835.66,679.2,682.21,BB,0.02,0.6,4.91,2023-07-19,2029-10-03,2,60,0
LON04692,KY,Long LLC,Retail,394.06,344.1,350.58,BB,0.02,0.45,4.92,2023-12-24,2027-10-08,1,0,0
LON04693,BM,Roy-Bridges,Hospitality,2526.65,2210.9,2292.88,BBB,0.005,0.35,6.65,2022-05-25,2031-06-23,1,60,0
LON04694,BM,"Sexton, Nelson and Abbott",Hospitality,440.6,406.03,414.77,A,0.001,0.45,3.18,2021-05-05,2024-05-30,3,60,0
LON04695,KY,"Johnson, Wilson and Bentley",Energy,782.58,750.3,778.47,A,0.001,0.25,5.83,2019-11-14,2025-05-14,1,30,0
LON04696,KY,"Brady, Davenport and Porter",InvestmentHoldCo,1089.62,902.11,924.9,A,0.001,0.45,6.67,2024-02-01,2027-08-04,3,0,0
LON04697,KY,"Pierce, Ross and Ortega",PrivateWealth,502.35,422.11,437.77,A,0.001,0.35,7.63,2021-08-02,2031-01-11,1,0,0
LON04698,KY,Nguyen-Rodriguez,Retail,245.38,242.98,254.54,BBB,0.005,0.45,5.01,2020-01-02,2025-06-23,1,60,0
LON04699,BM,Stokes LLC,RealEstate,675.86,552.63,572.12,A,0.001,0.25,6.79,2019-10-13,2024-01-12,1,90,0
LON04700,BM,Higgins LLC,PrivateWealth,664.81,513.37,531.06,B,0.05,0.25,8.7,2022-06-06,2025-08-26,1,90,0
LON04701,BM,"Erickson, Henderson and Thomas",Shipping,1929.98,1515.5,1523.58,AAA,0.0001,0.35,4.6,2020-11-11,2026-02-03,1,60,0
LON04702,GU,Coleman LLC,Energy,1563.14,1445.9,1501.06,A,0.001,0.25,6.41,2020-10-14,2026-09-14,1,0,0
LON04703,BM,Gonzalez-Young,Hospitality,1278.27,1196.99,1243.0,B,0.05,0.45,8.07,2020-10-23,2024-06-16,1,0,0
LON04704,BM,"Davidson, Douglas and Hardy",InvestmentHoldCo,2199.19,1978.42,2047.19,BBB,0.005,0.6,4.77,2020-05-08,2029-07-01,1,0,0
LON04705,GU,Gutierrez-Holden,RealEstate,1235.09,977.35,983.67,BBB,0.005,0.25,5.97,2022-12-08,2024-09-02,1,0,0
LON04706,BM,"Kennedy, Sanchez and Hancock",Shipping,465.54,436.12,451.21,BB,0.02,0.25,8.1,2019-08-10,2024-05-12,1,0,0
LON04707,JE,Garcia Group,Technology,823.76,819.42,834.89,BB,0.02,0.35,7.34,2022-07-26,2030-03-26,1,0,0
LON04708,BM,Lynch-Allen,Technology,1239.23,1164.36,1209.06,B,0.05,0.45,6.1,2024-01-09,2025-07-01,1,0,0
LON04709,BM,Esparza-Ramos,Retail,522.01,413.46,421.07,BBB,0.005,0.6,3.26,2023-12-08,2033-04-18,1,60,0
LON04710,BM,Adams LLC,RealEstate,504.17,454.91,456.75,BB,0.02,0.35,8.56,2022-04-01,2031-02-05,2,0,0
LON04711,BM,Martinez Ltd,Hospitality,697.14,627.28,634.85,A,0.001,0.25,6.02,2021-03-01,2029-12-27,3,90,0
LON04712,GU,Callahan-Oconnell,Hospitality,941.7,824.64,837.57,A,0.001,0.25,6.49,2019-08-24,2024-09-28,3,0,0
LON04713,GU,Young-Richardson,Technology,916.44,840.31,851.21,BBB,0.005,0.6,4.59,2020-05-29,2021-10-25,1,60,0
LON04714,BM,Kelly Group,RealEstate,643.66,555.57,571.12,BBB,0.005,0.45,8.86,2023-07-09,2027-08-10,1,0,0
LON04715,GU,"Ward, Bush and Kim",Energy,1126.81,877.44,885.4,BBB,0.005,0.45,5.45,2019-07-27,2020-10-20,1,0,0
LON04716,KY,"Kline, Harris and Anderson",Technology,308.51,250.84,262.15,BBB,0.005,0.25,3.57,2023-10-07,2032-12-16,1,0,0
LON04717,KY,Walter and Sons,InvestmentHoldCo,498.67,494.5,494.52,BBB,0.005,0.6,6.13,2022-12-01,2031-04-09,1,30,0
LON04718,KY,"Duke, Jones and Harrell",PrivateWealth,198.38,183.47,187.58,B,0.05,0.45,5.4,2022-08-18,2027-07-30,1,0,0
LON04719,KY,Raymond-Porter,Hospitality,174.68,139.03,145.37,BBB,0.005,0.35,8.21,2021-03-10,2027-07-12,1,0,0
LON04720,BM,Velazquez and Sons,Energy,2065.31,1808.32,1855.01,BB,0.02,0.45,5.53,2021-01-25,2028-03-20,2,0,0
LON04721,GU,"Poole, Dixon and Rubio",Hospitality,805.45,646.1,657.32,BBB,0.005,0.25,5.8,2022-05-11,2029-01-08,1,30,0
LON04722,BM,Blackwell Group,InvestmentHoldCo,499.88,426.73,438.59,BBB,0.005,0.35,3.95,2023-06-09,2028-06-19,1,0,0
LON04723,KY,"Edwards, Lawrence and Patterson",InvestmentHoldCo,1885.94,1571.3,1592.94,BBB,0.005,0.25,7.53,2021-05-21,2023-12-21,1,60,0
LON04724,KY,"Mcintosh, Lucero and Weaver",Technology,1203.2,1147.64,1148.7,BBB,0.005,0.25,7.78,2020-01-10,2028-03-19,1,0,0
LON04725,KY,"Caldwell, Sharp and Guzman",RealEstate,321.98,268.08,273.2,A,0.001,0.25,6.62,2022-02-14,2025-10-24,1,60,0
LON04726,BM,Meyers-Berg,Hospitality,708.71,622.39,646.38,A,0.001,0.35,7.54,2021-09-29,2026-04-19,1,30,0
LON04727,KY,Walker-Rojas,PrivateWealth,2046.99,1836.68,1912.78,A,0.001,0.35,6.11,2020-10-09,2029-11-11,1,0,0
LON04728,GU,Hansen-Conway,Shipping,745.38,575.85,603.13,BBB,0.005,0.35,4.7,2023-07-28,2026-04-05,1,0,0
LON04729,BM,Murray-Moore,RealEstate,339.9,290.09,298.47,BBB,0.005,0.35,7.92,2022-01-29,2029-01-08,1,30,0
LON04730,GU,Cherry PLC,Retail,858.3,721.58,730.71,BB,0.02,0.45,4.97,2019-12-13,2023-12-27,1,60,0
LON04731,KY,Lewis Group,Technology,1066.67,1065.68,1072.9,BBB,0.005,0.25,4.71,2021-10-17,2029-10-02,1,90,0
LON04732,BM,"Hernandez, Maddox and Johnson",Shipping,1885.84,1796.22,1867.78,BB,0.02,0.25,4.63,2022-10-24,2025-09-21,1,0,0
LON04733,BM,Ewing-Carroll,Hospitality,393.06,376.66,392.56,A,0.001,0.25,4.23,2022-07-15,2024-09-16,1,0,0
LON04734,BM,Thompson-Lewis,Technology,298.02,278.93,292.33,BBB,0.005,0.25,8.03,2021-03-15,2024-06-27,1,30,0
LON04735,BM,"Mckinney, Carey and Rogers",Retail,549.8,426.14,446.54,A,0.001,0.25,3.57,2020-01-31,2022-03-30,1,0,0
LON04736,BM,"Martinez, Murphy and Fuller",InvestmentHoldCo,537.02,514.49,522.97,B,0.05,0.25,6.85,2021-01-25,2023-05-18,1,0,0
LON04737,KY,"Webster, Weiss and Ruiz",RealEstate,669.92,617.36,635.95,BBB,0.005,0.6,8.03,2020-01-24,2024-06-02,1,30,0
LON04738,KY,Cantrell Group,InvestmentHoldCo,266.19,237.14,237.43,A,0.001,0.25,6.29,2021-04-15,2027-10-26,1,30,0
LON04739,BM,"Patterson, Higgins and Hartman",Hospitality,336.68,289.3,298.65,BBB,0.005,0.25,7.5,2020-01-01,2027-03-09,1,0,0
LON04740,KY,"Kane, Lane and Wood",InvestmentHoldCo,329.65,276.57,290.17,B,0.05,0.45,5.96,2021-03-04,2030-08-28,1,90,0
LON04741,BM,"Garcia, Davis and Torres",Hospitality,541.39,481.64,495.88,BBB,0.005,0.25,6.94,2024-06-28,2030-07-16,1,60,0
LON04742,KY,Peterson-Jones,InvestmentHoldCo,248.6,204.68,208.21,BBB,0.005,0.35,8.29,2021-01-03,2025-11-18,2,90,0
LON04743,BM,Ramirez-Sanders,Retail,692.13,622.62,628.19,BB,0.02,0.35,5.01,2023-02-14,2027-11-16,1,0,0
LON04744,BM,Ford Ltd,Retail,426.77,329.76,336.59,BB,0.02,0.6,6.55,2024-01-24,2029-10-13,1,0,0
LON04745,BM,"Miller, Nichols and Jones",Hospitality,1339.93,1291.09,1350.85,B,0.05,0.25,3.03,2022-06-05,2027-07-01,2,90,0
LON04746,KY,Thomas-Frank,Energy,2064.99,2024.13,2052.04,BBB,0.005,0.45,4.12,2019-07-28,2027-10-11,1,90,0
LON04747,KY,Harris-Elliott,Shipping,988.45,778.75,801.34,B,0.05,0.6,6.34,2022-11-27,2030-08-16,1,0,0
LON04748,KY,Harrison PLC,Energy,873.62,804.83,844.04,B,0.05,0.45,4.43,2022-08-01,2031-02-02,1,60,0
LON04749,BM,Shah-Campos,Technology,790.3,621.23,640.4,A,0.001,0.45,5.63,2021-04-21,2023-02-01,1,0,0
LON04750,BM,"Olson, Roberts and Miller",Energy,1244.35,1127.42,1158.12,BB,0.02,0.25,8.94,2022-11-04,2032-05-12,1,0,0
LON04751,GU,"Lewis, Harding and Jones",PrivateWealth,748.2,621.26,639.25,B,0.05,0.45,7.87,2022-08-03,2025-03-22,1,0,0
LON04752,GU,White Inc,InvestmentHoldCo,545.38,482.36,501.8,BB,0.02,0.25,8.72,2024-03-19,2027-04-06,2,30,0
LON04753,KY,"Wood, Fisher and Williams",Retail,1303.19,1240.56,1279.34,B,0.05,0.25,5.0,2022-01-08,2027-03-30,1,0,0
LON04754,KY,Galvan-Taylor,Hospitality,2314.9,1801.34,1837.0,A,0.001,0.25,7.22,2020-12-13,2026-01-19,1,0,0
LON04755,BM,"Bowers, Robertson and Haas",Retail,353.69,342.76,347.84,B,0.05,0.25,5.7,2020-12-12,2029-09-23,1,0,0
LON04756,KY,"Jenkins, Kelley and Reyes",Hospitality,1403.61,1388.96,1422.52,BBB,0.005,0.6,7.36,2022-08-09,2028-08-20,1,0,0
LON04757,BM,Smith-Lynch,Energy,288.44,228.42,236.27,A,0.001,0.25,8.16,2020-09-19,2029-10-17,1,90,0
LON04758,GU,"Fischer, Patterson and Bailey",Hospitality,596.88,496.42,497.63,AAA,0.0001,0.35,5.9,2021-02-23,2026-01-14,1,0,0
LON04759,BM,Nelson-Smith,Hospitality,550.0,522.12,537.52,BB,0.02,0.6,6.62,2021-05-27,2027-09-21,1,60,0
LON04760,KY,Stokes Ltd,Shipping,876.35,835.32,848.44,BBB,0.005,0.25,4.3,2024-03-01,2032-10-23,1,0,0
LON04761,KY,Davis Inc,Hospitality,605.85,515.26,516.5,BBB,0.005,0.25,5.01,2019-12-07,2025-12-31,1,0,0
LON04762,JE,"Greene, Dixon and Gay",PrivateWealth,393.02,375.71,386.22,BB,0.02,0.25,3.55,2021-03-25,2025-07-30,1,0,0
LON04763,BM,Graves LLC,Retail,417.34,337.62,345.52,AA,0.0005,0.25,3.59,2024-01-10,2033-06-02,1,0,0
LON04764,BM,Reyes Ltd,Shipping,560.62,499.78,507.25,B,0.05,0.35,4.08,2021-03-30,2026-04-01,1,0,0
LON04765,GU,"Anderson, Ramsey and Wilson",RealEstate,931.02,735.71,750.93,AAA,0.0001,0.25,7.06,2023-08-03,2025-02-24,1,0,0
LON04766,JE,"Graham, Porter and Stevenson",PrivateWealth,625.5,526.33,527.25,B,0.05,0.25,8.56,2021-01-09,2029-04-18,1,0,0
LON04767,BM,"Nguyen, Johnston and Bridges",Retail,477.63,472.48,485.18,BBB,0.005,0.35,8.24,2021-07-30,2031-01-26,1,30,0
LON04768,BM,"Oneal, Anderson and Garcia",Hospitality,460.46,366.05,373.13,AA,0.0005,0.35,7.1,2021-11-25,2026-12-21,1,0,0
LON04769,JE,Tate Inc,Energy,439.3,435.42,443.16,BBB,0.005,0.45,3.67,2021-02-04,2030-11-22,1,0,0
LON04770,BM,Johnson and Sons,Shipping,586.17,561.17,569.42,BB,0.02,0.35,3.59,2022-09-28,2024-08-24,1,30,0
LON04771,BM,Henry Group,Retail,1296.19,1229.95,1277.7,BB,0.02,0.6,7.44,2023-12-12,2028-11-30,2,0,0
LON04772,KY,"Mercado, Hernandez and Spencer",Shipping,745.66,582.31,610.82,AA,0.0005,0.35,3.19,2019-07-30,2022-07-02,2,0,0
LON04773,JE,Johnson LLC,Shipping,1043.52,976.12,1022.99,A,0.001,0.35,7.82,2020-06-27,2025-08-14,1,60,0
LON04774,BM,Spencer Inc,Energy,776.09,635.0,635.08,B,0.05,0.6,6.53,2022-04-14,2027-04-04,1,0,0
LON04775,BM,Meyers-Johnson,Shipping,1639.67,1360.32,1404.2,BBB,0.005,0.6,6.45,2023-08-12,2030-09-28,1,90,0
LON04776,BM,Marshall-Sanford,Energy,315.78,280.02,286.04,B,0.05,0.6,3.09,2023-08-10,2032-04-03,1,0,0
LON04777,BM,"Blair, Thomas and Valencia",Shipping,472.58,369.39,374.03,BB,0.02,0.35,7.15,2024-05-01,2028-05-31,1,60,0
LON04778,KY,Bridges PLC,Technology,1262.54,1098.98,1122.24,A,0.001,0.6,5.57,2020-10-16,2023-08-10,1,0,0
LON04779,BM,"Deleon, York and Smith",Technology,531.84,418.55,425.78,BB,0.02,0.6,3.03,2022-10-20,2024-02-16,1,0,0
LON04780,BM,Anderson-Ruiz,PrivateWealth,1849.25,1601.0,1625.71,AA,0.0005,0.35,5.62,2022-08-08,2031-05-04,1,0,0
LON04781,BM,Welch-Sparks,Retail,431.05,389.5,405.84,AAA,0.0001,0.45,8.78,2020-07-30,2021-08-02,2,0,0
LON04782,KY,Moran Inc,Technology,2118.4,1714.14,1727.64,BB,0.02,0.45,3.54,2020-04-08,2025-09-29,2,0,0
LON04783,BM,"Johnson, Barron and Cohen",Shipping,898.25,731.25,733.41,A,0.001,0.35,3.75,2023-09-23,2028-06-15,1,0,0
LON04784,KY,King-Hill,InvestmentHoldCo,856.9,798.51,832.49,B,0.05,0.35,4.51,2019-12-14,2026-03-16,1,0,0
LON04785,JE,"Barrera, Jones and Gonzales",InvestmentHoldCo,170.14,144.62,145.3,B,0.05,0.35,3.72,2020-06-09,2025-11-12,1,0,0
LON04786,BM,Brooks LLC,Shipping,250.18,247.98,259.19,BB,0.02,0.25,6.73,2020-10-23,2030-08-23,1,30,0
LON04787,BM,Cook PLC,Shipping,401.12,314.0,318.6,BBB,0.005,0.6,6.21,2020-11-11,2028-09-11,1,0,0
LON04788,KY,Bentley-Duffy,RealEstate,1620.26,1255.82,1272.97,BBB,0.005,0.35,4.35,2024-05-18,2030-01-24,1,60,0
LON04789,GU,Thomas LLC,InvestmentHoldCo,645.31,573.32,595.32,B,0.05,0.25,7.76,2021-12-08,2026-10-29,1,30,0
LON04790,GU,"Reynolds, Lopez and Evans",Energy,324.72,259.82,271.6,BBB,0.005,0.35,4.94,2024-02-07,2033-04-02,1,30,0
LON04791,BM,"Mayer, Hays and Sutton",PrivateWealth,743.83,659.3,668.55,A,0.001,0.25,4.84,2023-06-05,2027-12-13,1,60,0
LON04792,JE,Stafford Group,RealEstate,353.51,288.73,299.47,AA,0.0005,0.25,6.51,2021-11-12,2030-04-01,1,0,0
LON04793,JE,Brown-Salazar,PrivateWealth,447.49,424.92,435.03,AAA,0.0001,0.35,4.62,2020-02-27,2029-08-05,1,30,0
LON04794,GU,"Bell, Holt and King",Technology,218.8,181.32,189.39,BBB,0.005,0.6,7.67,2023-05-22,2028-01-23,1,0,0
LON04795,BM,Le Group,RealEstate,1248.31,1016.81,1017.32,BB,0.02,0.35,5.93,2020-03-09,2029-09-10,1,30,0
LON04796,BM,"Thomas, Hoffman and Garcia",PrivateWealth,526.42,486.34,492.23,BBB,0.005,0.35,3.98,2019-11-19,2025-02-13,1,0,0
LON04797,KY,Leonard-Johnson,Retail,2695.31,2076.38,2146.4,BB,0.02,0.25,3.5,2022-06-02,2031-03-21,1,90,0
LON04798,KY,Smith-Smith,Hospitality,772.25,653.25,676.7,BB,0.02,0.25,6.55,2024-04-21,2033-06-15,1,0,0
LON04799,BM,"Spence, Johnson and King",Hospitality,573.55,451.25,464.84,BBB,0.005,0.25,4.47,2020-08-20,2029-08-08,1,0,0
LON04800,BM,Garcia-Hamilton,Energy,182.02,143.33,143.66,BBB,0.005,0.25,3.55,2020-09-22,2028-06-11,1,90,0
LON04801,BM,Moon Inc,RealEstate,395.29,348.76,362.42,BBB,0.005,0.35,8.1,2019-09-18,2024-08-01,1,0,0
LON04802,BM,Day PLC,PrivateWealth,912.08,899.04,926.28,A,0.001,0.6,5.31,2023-09-13,2027-07-06,1,90,0
LON04803,GU,"Sherman, Dillon and Bartlett",RealEstate,666.58,611.99,635.2,BB,0.02,0.45,7.69,2020-02-01,2022-02-15,3,0,0
LON04804,BM,Coleman-Silva,Hospitality,245.2,189.84,192.36,B,0.05,0.45,5.99,2023-07-13,2027-03-20,1,0,0
LON04805,KY,Freeman-Robertson,InvestmentHoldCo,717.3,613.59,644.0,BBB,0.005,0.6,7.21,2019-08-08,2022-04-11,1,90,0
LON04806,GU,Garcia Ltd,Retail,513.52,405.62,418.96,A,0.001,0.35,8.03,2020-09-03,2024-03-26,2,90,0
LON04807,KY,"Nicholson, Armstrong and Fernandez",Energy,712.92,678.26,678.94,AA,0.0005,0.6,5.98,2022-01-09,2030-07-16,1,90,0
LON04808,BM,Smith-Oliver,InvestmentHoldCo,1104.11,883.4,915.04,BBB,0.005,0.45,8.02,2024-02-07,2031-04-19,1,0,0
LON04809,BM,"White, Davis and Lopez",InvestmentHoldCo,738.54,642.17,654.97,B,0.05,0.6,5.91,2021-09-03,2030-08-29,1,0,0
LON04810,GU,"Kim, Fisher and Allen",RealEstate,522.25,416.75,425.42,BB,0.02,0.25,5.36,2021-03-28,2028-06-07,1,90,0
LON04811,BM,Tate-Dickerson,Energy,1822.83,1547.42,1602.11,B,0.05,0.25,4.41,2020-01-03,2029-09-04,1,0,0
LON04812,BM,Gonzalez Inc,Shipping,632.06,591.96,607.06,BB,0.02,0.45,6.68,2024-03-31,2026-02-03,1,60,0
LON04813,BM,Cordova Ltd,PrivateWealth,467.05,395.7,412.49,A,0.001,0.35,3.77,2021-12-27,2028-01-31,3,0,0
LON04814,KY,Dennis-Sosa,InvestmentHoldCo,580.91,463.08,482.11,BBB,0.005,0.35,4.94,2021-07-05,2027-11-27,1,0,0
LON04815,GU,Brown-Phelps,RealEstate,805.37,655.59,687.59,A,0.001,0.35,6.8,2021-10-25,2029-11-02,1,0,0
LON04816,BM,"Aguirre, Kelly and Curry",Technology,1120.15,1024.74,1074.14,B,0.05,0.25,7.21,2020-11-19,2028-09-14,1,60,0
LON04817,BM,Tanner and Sons,Retail,2633.93,2075.26,2160.55,A,0.001,0.25,5.22,2023-11-30,2028-08-21,1,0,0
LON04818,BM,Delacruz-Frazier,RealEstate,866.52,678.05,697.07,BB,0.02,0.25,3.14,2022-04-13,2029-08-11,1,0,0
LON04819,BM,"Carlson, Oconnell and Johnson",Technology,2035.83,1730.34,1741.83,A,0.001,0.25,3.25,2022-06-11,2030-05-27,1,0,0
LON04820,KY,"Gomez, Livingston and Turner",Shipping,321.84,258.44,271.09,AAA,0.0001,0.35,6.74,2023-09-04,2030-05-15,1,30,0
LON04821,JE,"Rivas, Smith and Sanders",Technology,914.73,756.89,770.41,B,0.05,0.35,8.87,2019-09-03,2028-06-13,1,0,0
LON04822,KY,Hubbard Ltd,Technology,570.97,569.47,581.66,BBB,0.005,0.45,5.26,2024-01-25,2031-08-01,1,90,0
LON04823,KY,Knight Group,Retail,357.2,355.34,372.53,BB,0.02,0.35,5.78,2021-10-29,2028-07-15,2,0,0
LON04824,BM,Carr Inc,InvestmentHoldCo,656.79,625.45,638.88,BBB,0.005,0.35,5.95,2024-01-26,2030-03-07,1,0,0
LON04825,KY,Joseph LLC,Shipping,886.95,824.04,850.17,BBB,0.005,0.35,6.96,2021-01-19,2022-06-05,1,30,0
LON04826,BM,"Russell, Lee and Hubbard",PrivateWealth,291.14,284.46,284.49,BBB,0.005,0.25,4.16,2022-06-22,2029-08-10,1,60,0
